,1,Jeannie Krause,0
2891,3766,Peter Vasquez,7
3766,4115,Dave Quinn,8
2326,2989,Billy Hawkins,7
2989,3515,Etta Rosales,8
2989,3547,Lottie Duffy,8
526,1577,Mabel Donaldson,6
526,2930,Susan Lopez,6
526,4607,Lynette Donaldson,6
1577,1752,Ellen Carr,7
1577,1852,Carl Wallace,7
1752,3736,Effie Hale,8
216,355,Dick Decker,4
216,907,Carol Adams,4
216,4500,Rudy Black,4
355,2382,Loren Solis,5
355,2895,Lynne Hale,5
355,3433,Logan Stephens,5
2382,2594,Marsha Fleming,6
2382,3869,Aileen Lindsey,6
2382,4856,Michelle Nguyen,6
2594,4312,Olivia Ross,7
76,181,Kyle Hamilton,4
76,213,Stephen Morgan,4
76,268,Jack Castillo,4
76,288,Danielle Hudson,4
76,549,Rodolfo Gallagher,4
76,810,Dorian Serrano,4
76,3991,Elma Salinas,4
76,4069,Garrett Huff,4
549,2731,Christine Wood,5
2731,4287,Evelyn Fisher,6
288,1637,Jose Sullivan,5
288,3338,Garrett Huff,5
288,4285,Dewayne Solis,5
4285,4795,Colin Bowers,6
3338,4940,Lorene Vaughan,6
268,2185,Faye Higgins,5
213,289,Adam Coleman,5
213,739,Merle Hahn,5
213,1303,Giovanni Koch,5
213,1382,Sal Larsen,5
1382,1642,Shirley Rogers,6
1642,3280,Beverly Weaver,7
1642,3498,Lillian Berry,7
3280,4162,Myrtle Yates,8
4162,4437,Billie Wiggins,9
739,1082,Glenda Reid,6
739,2722,Imogene Conley,6
1082,1393,Lula Charles,7
289,296,Corey Howell,6
289,767,Jane Ryan,6
289,1075,Faye Higgins,6
1075,3497,Mandy Ware,7
767,775,Ola Baxter,7
775,785,Giovanni Koch,8
775,1177,Etta Rosales,8
785,2839,Gavin Peters,9
2839,3335,Cesar Parrish,10
296,4960,Oscar George,7
181,322,Suzanne Holland,5
181,686,Byron Madden,5
181,967,Ryan Cruz,5
181,2409,Calvin Ortega,5
181,2811,Shelby Novak,5
2811,2859,Jose Sullivan,6
967,1719,Terrence Brennan,6
1719,2637,Orlando Herman,7
686,1520,Nellie Norton,6
686,2952,Fernando Glass,6
686,3929,Marci Franco,6
1520,1552,Wilbur Serrano,7
1520,1638,Lorene Vaughan,7
1520,1844,Jerry Acosta,7
1844,3876,Patricia Davis,8
1844,4211,Mandy Ware,8
1638,3332,Leona Olsen,8
322,797,Johnnie Hobbs,6
322,1028,Angelo Pacheco,6
322,3130,Salvatore Odonnell,6
1028,1385,Troy Joseph,7
1028,1874,Irene Glover,7
1028,2431,Paul Allen,7
1028,3488,Carmen Ware,7
2431,3768,Lucille Calderon,8
2431,4501,Ruby Stone,8
2431,4592,Ryan Cruz,8
1874,2211,Katherine Brooks,8
1874,2539,Susan Lopez,8
1874,2714,Ian Morrison,8
1874,2937,Curt Macdonald,8
1874,3702,Donna Scott,8
1385,1583,Bennie Duffy,8
1385,1896,Loretta Mora,8
1583,4845,Alfonso Friedman,9
797,1977,Darnell Merritt,7
1977,2986,Stephanie Roberts,8
1977,3682,Stuart Sweeney,8
31,43,Leila Roth,4
31,67,Steven Walker,4
31,1095,Ellis Mcgee,4
31,1565,Nina Browning,4
31,2016,Rashad Villarreal,4
31,2457,Jean McDonald,4
31,2969,Kathryn Hayes,4
2016,4855,Christian Woods,5
1565,3764,Estelle Hays,5
3764,3936,Bradford Mcclure,6
1095,1296,Debra Bennett,5
1095,1397,Noreen Yates,5
1095,2178,Gwendolyn Valdez,5
1397,3577,Amy Morris,6
1296,1411,Leland Berg,6
67,206,Theresa Austin,5
67,1224,Juan Matthews,5
67,2107,Elva Roach,5
2107,2434,Jackie Higgins,6
2107,4997,Teresa Alexander,6
206,338,Raul Morse,6
206,481,Lillie Castaneda,6
481,613,Mark Clark,7
481,1038,Rosalyn Browning,7
481,2119,Jesse Knight,7
2119,2826,Dorian Serrano,8
2119,3957,Beatrice Olsen,8
1038,2532,Alfonso Friedman,8
613,1083,Doris Orr,8
613,4002,Dorian Serrano,8
613,4441,Dick Decker,8
613,4739,Cecelia Becker,8
1083,1703,Claudia Kinney,9
1083,4077,Teri Valencia,9
1083,4198,Tyson Oneal,9
338,950,Austin Harper,7
338,1361,Dante Wilcox,7
338,4468,Claude Blackburn,7
1361,1875,Kerry Donovan,8
1875,1909,Adrian Pacheco,9
1875,4418,Lourdes Shepard,9
1909,2082,Mindy Donovan,10
950,1705,Rosie Mora,8
950,3129,Maria Garcia,8
950,3902,Brittany Arnold,8
1705,2680,Keith Ferguson,9
1705,3430,Katherine Brooks,9
1705,3912,Anna Sherman,9
43,55,Christian Carpenter,5
43,56,Matthew Thompson,5
43,182,Alan Pierce,5
43,3528,Jacob Collins,5
182,925,Morris Koch,6
182,1466,Jeannine Krause,6
182,1764,Elvira Mclean,6
182,2679,Minnie Cisneros,6
1466,3500,Antoinette Barrera,7
1466,4318,Erik Mclaughlin,7
56,566,Colleen Richards,6
56,586,Celia Franco,6
56,654,Aileen Lindsey,6
56,1474,Gertrude Shepard,6
56,2666,Clifton Blackburn,6
2666,2946,Gustavo Pitts,7
2666,4178,Kirk Hurst,7
2666,4489,Maureen Fields,7
654,4291,Nathan Gonzales,7
586,683,Antoinette Brennan,7
683,1482,Austin Harper,8
1482,2669,Earnest Barber,9
566,703,Colleen Russell,7
566,2300,Dixie Potter,7
566,4804,Dwayne Conway,7
703,3019,Cole Bennett,8
55,82,Bettie Berg,6
55,101,Patricia Davis,6
55,504,Donna Scott,6
101,808,Gretchen Barrera,7
101,1116,Michelle Nguyen,7
101,2879,Rashad Velez,7
2879,2957,Theresa Gardner,8
1116,1899,Connor Ortiz,8
1116,2255,Antoinette Brennan,8
2255,2410,Madelyn Wiggins,9
2255,2924,Elvira Mclean,9
808,3341,Dixie Potter,8
82,171,Jennie Salinas,7
82,232,Candy Wolf,7
82,331,Hector Lambert,7
82,438,Kathryn Hayes,7
82,666,Ross Stein,7
82,1015,Rosalind Pena,7
82,2531,Noel Parrish,7
2531,2709,Francis Brennan,8
2531,3353,Jodie Wiggins,8
1015,4512,Marlon Sawyer,8
666,1239,Ian Morrison,8
666,4842,Dana Garza,8
1239,1394,Evan Chapman,9
331,356,Rocco Parrish,8
331,602,Ollie Barton,8
331,915,Carmen Ware,8
915,4459,Oscar George,9
602,997,Tami Mclean,9
997,1261,Billy Hawkins,10
356,1937,Rebecca Phillips,9
356,4703,Francis Brennan,9
1937,2509,Lyle Ware,10
232,379,Cathleen Rosario,8
232,447,Johnnie Valencia,8
232,781,Kristine Ashley,8
232,857,Theresa Austin,8
232,2748,Lyle Ware,8
2748,2772,Maureen Fields,9
2748,3002,Ian Morrison,9
3002,4555,Ina Savage,10
781,968,Rena Eldridge,9
781,3325,Clara Maldonado,9
968,1511,Walter Patterson,10
968,2822,Lynne Hale,10
968,3898,Debra Bennett,10
968,4138,Kimberly Young,10
447,4936,Keith Ferguson,9
379,383,Calvin Ortega,9
379,672,Guadalupe Stanley,9
379,1225,Rene Ware,9
379,3209,Hilda Blake,9
1225,1284,Gavin Peters,10
672,1318,Joanna Floyd,10
672,1416,Ellen Carr,10
672,1794,Clint Duran,10
383,580,Verna Krause,10
171,942,Alfonso Friedman,8
171,2133,Miriam Berg,8
171,4417,Cameron Montgomery,8
2133,3038,Leland Berg,9
2133,4723,Clifton Blackburn,9
4723,4870,Dwayne Conway,10
942,2636,Jean McDonald,9
2636,4389,Tyler Foster,10
2636,4779,Terry Ford,10
11,19,Ryan Cruz,2
11,311,Wesley Todd,2
11,420,Judith Bryant,2
11,1746,Mable Norton,2
11,1975,Johnnie Hobbs,2
1975,2222,Eleanor Vargas,3
1746,3233,Lynnette Donaldson,3
3233,4339,Mariah Jimenez,4
420,642,Mark Clark,3
420,4001,Clifton Blackburn,3
420,4508,Alberta York,3
642,1218,Ross Stein,4
642,1496,Leonard Wade,4
642,2149,Nellie Norton,4
642,2413,Judy Armstrong,4
642,2774,Dewayne Solis,4
642,3483,Socorro Bean,4
2774,4608,Judith Bryant,5
2413,2817,Bennie Duffy,5
1496,1618,Martin Sharp,5
1618,3164,Faye Higgins,6
311,956,Shelby Horn,3
311,1127,Jesus Alexander,3
311,4070,Nina Browning,3
1127,2644,Jennie Salinas,4
956,1255,Tommy Oneal,4
956,3670,Sharon Turner,4
1255,2135,Lillie Castaneda,5
19,26,Winifred Bender,3
19,38,Lena Aguilar,3
19,120,Andre Hampton,3
19,272,Clark Doyle,3
19,385,Arthur Cole,3
19,477,Cynthia Edwards,3
19,3733,Antoinette Brennan,3
477,603,Kyle Hamilton,4
477,664,Gabriel Spencer,4
477,4705,Shelby Novak,4
664,2892,Ralph Olson,5
385,574,Angelo Pacheco,4
385,3535,Timothy Gomez,4
272,1091,Alex Banks,4
1091,1751,Dewayne Buck,5
1091,1817,Gretchen Barrera,5
1091,2236,Tyler Foster,5
2236,2441,Leila Roth,6
2441,3086,Rex Baird,7
2441,4557,Gavin Peters,7
2441,4646,Juanita Krueger,7
1817,2498,Roderick Compton,6
1817,3007,Brenda Cooper,6
3007,3105,Rene Ware,7
2498,3616,Samantha Richardson,7
2498,3944,Kristine Ashley,7
3616,4085,Grant Sutton,8
4085,4393,Rachel Mendoza,9
120,3041,Rudy Black,4
3041,4202,Ronald Carter,5
38,42,Rolando Herman,4
38,49,Elias Klein,4
38,85,Nettie Buckner,4
38,188,Loren Solis,4
38,194,Jeannine Krause,4
38,205,Miriam Berg,4
38,265,Garrett Huff,4
38,378,Fannie Hutchinson,4
38,399,Rafael Schneider,4
38,402,Ralph Olson,4
402,457,Julius Wilkins,5
402,718,Rory Sawyer,5
718,1002,Gilbert Doyle,6
718,1291,Nola Rosales,6
1291,2179,Raymond Ruiz,7
2179,2358,Martha Dunn,8
1002,1076,Glenda Reid,7
1002,1487,Andre Hampton,7
1002,3375,Madelyn Wiggins,7
1487,1845,Freddie Rubio,8
1487,2161,Juan Elliott,8
2161,3536,Ellen Carr,9
2161,4245,Leland Berg,9
2161,4596,Jayden Williamson,9
4596,4909,Elma Salinas,10
1845,4699,Rashad Villarreal,9
1076,1077,Clement Hood,8
1077,1492,Myra Horne,9
1077,4431,Lamont Velez,9
1492,2741,Megan Simmons,10
1492,3824,Loretta Mora,10
1492,4175,Rachel Mendoza,10
457,485,Rafael Schneider,6
457,761,Robert Johnson,6
457,2965,Rex Baird,6
761,3057,Larry Peterson,7
761,4449,Abraham Pitts,7
4449,4788,Doris Orr,8
4449,4828,Lori Marshall,8
485,2388,Rocco Parrish,7
485,3004,Marcella English,7
2388,3442,Amber Chavez,8
399,599,Judith Bryant,5
399,2164,Lucile Sheppard,5
399,4024,Betty White,5
2164,4672,Benjamin Ward,6
599,943,Rene Booker,6
599,1574,Shane Stevens,6
1574,1907,Cynthia Edwards,7
943,1039,Hope Barrera,7
943,2719,Grace Fox,7
2719,3967,Rolland Buck,8
2719,4759,Stephen Morgan,8
1039,1114,Lynette Donaldson,8
1114,1499,Lorene Vaughan,9
1114,1965,Forrest Brandt,9
1114,3438,Janice West,9
1114,3862,David Rodriguez,9
1965,2856,Annie Carroll,10
1965,4469,Lillian Berry,10
1965,4728,Stella Delgado,10
1965,4879,Jackie Higgins,10
1499,4826,Kayla Cunningham,10
378,476,Dora Acosta,5
378,873,Neil Gallagher,5
378,1599,Billie Wiggins,5
378,4998,Ross Stein,5
1599,1716,Nora Andersen,6
1599,1800,Daniel Lee,6
873,1418,Leah Costa,6
476,612,Robert Williamson,6
476,1198,Bret Hays,6
612,3484,Stacey Wolf,7
612,4470,Solomon Wilkins,7
612,4530,Nicholas Morales,7
4530,4832,Clifton Blackburn,8
265,364,Lamont Velez,5
265,1346,Reid Velasquez,5
265,4544,Toby Kirk,5
1346,4818,Stephen Morgan,6
364,643,Brian Nelson,6
364,817,Jessica Wilson,6
817,2994,Rafael Schneider,7
817,3058,Dolores Pena,7
817,3687,Amber Chavez,7
3058,4674,Steven Walker,8
643,769,Sterling Glass,7
643,790,Sal Larsen,7
790,896,Jenny Hardin,8
790,3261,Cole Bennett,8
896,946,Darius Bullock,9
896,3074,Antoinette Brennan,9
896,3630,Fannie Hutchinson,9
896,3892,Pablo Lynn,9
3892,4726,Carl Wallace,10
3630,3791,James Smith,10
3074,3613,Maureen Fields,10
946,3364,Sal Larsen,10
769,1240,Keith Ferguson,8
769,2332,Lena Aguilar,8
769,2385,Eddie Barber,8
1240,2376,Lyman Ware,9
205,623,Aurora Andersen,5
205,2390,Hector Lambert,5
205,3283,Lucile Sheppard,5
3283,4093,Aurora Andersen,6
2390,3302,Samuel Watson,6
623,864,Ollie Paul,6
623,2325,Shelby Novak,6
623,2797,Lorenzo Munoz,6
2325,3398,Alan Castillo,7
2325,4304,Daryl Larsen,7
3398,4719,Matthew Thompson,8
864,4032,Derek Bishop,7
864,4297,Randal Kaufman,7
194,267,Rosie Mora,5
194,2315,Willie Nichols,5
194,2966,Sarah Thomas,5
194,3640,Neil Gallagher,5
2315,3718,Brady Conway,6
2315,4654,Agnes Farrell,6
267,310,Ola Baxter,6
267,365,Tyson Oneal,6
267,798,Leigh Leach,6
267,3263,Anna Sherman,6
3263,3691,Mable Norton,7
3691,4353,Shelia Horn,8
365,2453,Carlos Graves,7
2453,3160,Pamela Bailey,8
3160,3600,Jana Castaneda,9
310,495,Winifred Bender,7
310,858,Carol Adams,7
310,884,Billie Wiggins,7
310,1669,Laurence Pruitt,7
310,4520,Marie Watkins,7
310,4780,Troy Joseph,7
1669,3226,Fannie Hutchinson,8
884,892,Dolores Pena,8
884,1775,Cynthia Edwards,8
1775,3501,Rolando Hammond,9
3501,4514,Jessica Wilson,10
892,2518,Mabel Donaldson,9
858,2363,Joanne Wheeler,8
2363,3566,Emily King,9
495,985,Darius Nicholson,8
495,1297,Kerry Donovan,8
495,1566,Roslyn Browning,8
495,4131,Harriet Guthrie,8
1566,2615,Daniel Lee,9
1566,4498,Wallace Roy,9
2615,2942,Donovan Morse,10
2615,4727,Ronald Carter,10
2615,4791,Bryan Palmer,10
1297,1885,Guadalupe Stanley,9
1297,2801,Angelo Pacheco,9
985,996,Fabian Joseph,9
985,1912,Roger Gibson,9
985,4475,Denise Lawrence,9
996,1533,Wilbur Serrano,10
996,2479,Jacob Collins,10
996,3125,Felix Whitehead,10
996,3344,Della Mercer,10
188,320,Carlos Graves,5
188,3049,Elena Lyons,5
188,3215,Marcia Jennings,5
188,3431,Elizabeth Martinez,5
188,4022,Garry Huff,5
3431,3588,Sal Larsen,6
3431,4042,Antoinette Barrera,6
320,862,Aurora Andersen,6
320,1320,Kyle Hamilton,6
320,1973,Lyman Ware,6
1973,3388,Zachary Romero,7
3388,4432,Rashawn Villarreal,8
1320,1376,Elizabeth Martinez,7
1320,1920,Anna Ortiz,7
1376,3937,Lourdes Shepard,8
862,3333,Ashley Robinson,7
85,117,Dianne Potter,5
85,1004,Elvira Mclean,5
1004,1047,Lenora Gillespie,6
1004,3544,Gilbert Doyle,6
1047,1159,Mabel Donaldson,7
1047,2996,Dorothy Flores,7
1159,4362,Karen Moore,8
117,374,Mildred Snyder,6
374,3899,Reid Velasquez,7
374,3980,Kathryn Hayes,7
49,111,Linda Jones,5
49,162,Christine Wood,5
49,1263,David Rodriguez,5
49,3557,Jaime Booker,5
162,204,Garry Huff,6
204,451,Rudy Black,7
204,2066,Bennie Duffy,7
204,2545,Stella Delgado,7
2066,3066,Roger Gibson,8
2066,3186,Agnes Farrell,8
2066,3363,Terry Ford,8
451,1900,Carlos Graves,8
1900,4340,Jesus Alexander,9
111,305,Elva Roach,6
111,376,Roslyn Browning,6
111,479,Jill McCoy,6
111,1112,Sadie Leach,6
111,2055,Aaron Powell,6
111,3818,Evan Chapman,6
1112,2563,Guadalupe Stanley,7
2563,2773,Moshe Stein,8
2563,3761,Clark Doyle,8
2773,4537,James Smith,9
479,755,Lyman Ware,7
479,2938,Opal Gould,7
479,3751,Rebecca Phillips,7
2938,3777,Rex Baird,8
755,784,Dianne Potter,8
755,1936,Harriet Guthrie,8
755,2172,Kevin Green,8
755,2584,Lyle Ware,8
755,3663,Orlando Herman,8
3663,4505,Gregory Chavez,9
4505,4833,Jewel Rivas,10
2584,3668,Leland Berg,9
2584,4676,Rex Baird,9
4676,4805,Ernestine Gillespie,10
2172,2899,Ollie Barton,9
2899,4429,Tyler Foster,10
2899,4768,Merle Hahn,10
784,2228,Aiden Schmidt,9
2228,3675,Pamela Bailey,10
376,2474,Laurence Pruitt,7
305,621,Faye Higgins,7
305,846,Bryan Palmer,7
305,1748,Elizabeth Martinez,7
305,2455,Jessica Wilson,7
2455,2715,Gretchen Barrera,8
2455,2738,Rashad Villarreal,8
846,1399,Donovan Morse,8
1399,2743,Rolland Buck,9
1399,4784,Bertha Rivas,9
2743,3519,Neva Bradford,10
621,867,Byron Madden,8
621,913,Lenora Gillespie,8
913,1613,Billie Wiggins,9
913,2320,Marlon Sawyer,9
2320,3458,Kendrick Glass,10
2320,4308,Roger Gibson,10
2320,4974,Grant Sutton,10
1613,1957,Mindy Donovan,10
1613,2767,Olga Mora,10
1613,3916,Laurence Pruitt,10
42,150,Alberta York,5
42,576,Ann Marshall,5
42,1195,Catherine Hughes,5
576,747,Seth Ellis,6
576,2274,Paula Wheeler,6
747,1211,Olive Bean,7
150,329,Dallas Frederick,6
150,398,Dixie Potter,6
150,681,Noah Hart,6
150,1234,Lisa Perez,6
150,1697,Doris Orr,6
150,4145,Micheal Mcgee,6
4145,4176,Leah Costa,7
4176,4209,Joshua Torres,8
1697,2729,Lela Montoya,7
1697,3184,Leroy Tate,7
1234,2935,Joanna Floyd,7
2935,3837,Marlin Fuentes,8
398,2095,Lorenzo Munoz,7
398,3023,Leland Berg,7
2095,2487,Walter Patterson,8
2095,4252,Kurtis Tate,8
2487,4650,Kurt Fischer,9
329,1058,Gretchen Barrera,7
329,2428,Aiden Schmidt,7
2428,3780,Essie Orr,8
3780,3883,Corey Howell,9
1058,1081,Iris Farrell,8
1058,2430,Dave Quinn,8
1058,3389,Mildred Snyder,8
1058,3692,Leo Velasquez,8
3389,4188,Noah Hart,9
4188,4961,Kayla Cunningham,10
1081,1762,Rashad Velez,9
1081,1956,Sara Griffin,9
1081,2695,Jean McDonald,9
1081,3013,Catherine Hughes,9
3013,3092,Myra Horne,10
1956,2098,Ann Marshall,10
1956,4443,Calvin Ortega,10
1762,2914,Elena Lyons,10
26,66,Keith Ferguson,4
26,75,Cyrus Fuentes,4
26,113,Leola Olsen,4
26,675,Dolores Pena,4
26,816,Antoinette Barrera,4
26,856,Marie Watkins,4
26,1136,Faye Higgins,4
26,1722,Don Morse,4
26,4156,Nola Rosales,4
26,4246,Aurora Andersen,4
1136,2765,Cynthia Edwards,5
856,2245,Daren Booth,5
856,3136,Rafael Schneider,5
816,3638,Darnell Sharp,5
675,990,Ann Marshall,5
990,1145,Lenore Gillespie,6
1145,2148,Sergio Mcgee,7
1145,2999,Nathaniel Mckinney,7
2148,3221,Cyrus Fuentes,8
113,316,Maureen Fields,5
113,496,Jenny Hardin,5
113,616,Jill McCoy,5
113,704,Micheal Mcgee,5
113,1791,Robert Johnson,5
113,3614,Agnes Farrell,5
113,4384,Carmen Ware,5
1791,2386,Raul Morse,6
1791,2501,Fernando Glass,6
704,2553,Benjamin Ward,6
2553,4722,Jose Sullivan,7
616,717,Alice Murray,6
616,992,Jerry Long,6
616,1104,Marcus Kirk,6
616,2282,Gregory Chavez,6
2282,2677,Lynnette Donaldson,7
2677,4487,Guillermo Gates,8
992,1395,Clark Doyle,7
992,2484,Rolando Herman,7
2484,3128,Jerry Long,8
717,719,Socorro Bean,7
717,1683,Susan Lopez,7
717,1783,Nell Wiley,7
1783,2483,Dino Decker,8
1783,4831,Jesus Alexander,8
1783,4875,Dwayne Conway,8
1683,4453,Christopher Jackson,8
719,1698,Mark Clark,8
1698,2196,Rena Eldridge,9
2196,2911,Clement Hood,10
496,944,Joann Sullivan,6
496,2931,Mildred Snyder,6
944,1340,Evelyn Fisher,7
1340,1383,Sandra Ramirez,8
1340,2467,Don Morse,8
1383,2832,Iris Farrell,9
316,406,Connie Gross,6
316,448,Jackie Higgins,6
316,478,Lynette Donaldson,6
316,646,Erik Mclaughlin,6
316,2536,Billy Hawkins,6
646,1667,Yolanda Roth,7
646,3145,Rex Baird,7
3145,3849,Rachel Mendoza,8
1667,1735,Irene Glover,8
1667,1976,Winifred Bender,8
1976,2078,Jeff Bass,9
2078,2878,Sarah Thomas,10
478,880,Cyrus Fuentes,7
880,1724,Juanita Krueger,8
880,3947,Forrest Brandt,8
880,4741,Rebecca Phillips,8
4741,4798,Theresa Austin,9
1724,4279,Johnnie Valencia,9
1724,4950,Arthur Cole,9
4279,4766,Mable Norton,10
4279,4830,Pablo Lynn,10
448,484,Susie Valencia,7
448,572,Patsy Glover,7
448,1044,Essie Orr,7
448,1447,Shelby Horn,7
1447,2571,Robert Williamson,8
2571,2607,Marcie Franco,9
2571,2668,Shelia Horn,9
2607,4622,Jack Castillo,10
1044,1904,Zachary Romero,8
1044,4239,Brenda Cooper,8
1904,4898,Lillie Castaneda,9
572,1269,Dante Herman,8
572,2109,Elijah Andrews,8
572,3700,Mandy Ware,8
2109,4342,Dewey Villarreal,9
484,2737,Lori Marshall,8
2737,4507,Dennis Patel,9
75,110,Myrtle Yates,5
75,1519,Shelia Horn,5
75,3087,Peter Vasquez,5
75,3192,Daren Booth,5
1519,1863,Anna Sherman,6
110,112,Lowell Gates,6
110,125,Mariah Jimenez,6
110,127,Kevin Green,6
110,818,Theresa Gardner,6
818,1203,Tracey Johnston,7
818,1625,Lula Charles,7
1625,3726,Darlene Soto,8
3726,3820,Darius Bullock,9
127,134,Donald Lewis,7
127,1938,Gustavo Pitts,7
134,366,Sondra Bean,8
134,403,Elizabeth Martinez,8
134,3624,Marlon Sawyer,8
403,582,Rufus Sutton,9
403,1089,Morris Koch,9
403,3706,Clara Maldonado,9
403,4280,Luther Heath,9
4280,4547,Elias Klein,10
3706,4267,Shirley Rogers,10
1089,2896,Gloria Jordan,10
1089,3424,Charles Taylor,10
582,822,Byron Madden,10
582,1106,Rudy Sutton,10
582,4568,Dewey Villarreal,10
366,981,Earnest Barber,9
981,3053,Juan Matthews,10
981,3925,Sondra Bean,10
125,255,Clark Doyle,7
125,500,Lora Bender,7
125,917,Eddie Barber,7
125,1541,Roslyn Browning,7
1541,2439,Ronald Carter,8
2439,4394,Marshall Barton,9
917,1406,Linda Jones,8
917,3659,Shelby Horn,8
1406,1925,Michael Brown,9
1406,2352,Jennifer Williams,9
1406,2639,Pablo Lynn,9
2352,3291,Stephen Morgan,10
500,821,Kevin Green,8
500,1692,Estelle Hays,8
1692,1933,Rena Eldridge,9
1692,2436,Daryl Larsen,9
2436,3088,Iva Wolf,10
821,1173,Rudy Black,9
821,1366,Emmett Barber,9
821,1668,Leo Velasquez,9
821,2848,Bonnie Hale,9
255,298,Darnell Sharp,8
255,407,Lourdes Shepard,8
255,1619,Carol Adams,8
407,469,Daron Hess,9
407,730,Jennifer Williams,9
407,2380,Julia Ruiz,9
407,2670,Virginia Russell,9
407,4033,Byron Madden,9
2670,3683,Effie Hale,10
2380,2753,Janice West,10
730,3370,Linda Jones,10
469,728,Randal Kaufman,10
469,765,Theresa Gardner,10
469,1056,Laura Parker,10
469,1238,Monica Stanley,10
469,4177,Garrett Huff,10
298,317,Nell Wiley,9
298,699,Madeline Mays,9
298,3035,Javier Solis,9
317,1534,Rachel Mendoza,10
317,1713,Angela Murphy,10
112,291,Corinne Tyler,7
112,411,Lillie Castaneda,7
112,2175,Hannah Graham,7
112,4665,Stuart Sweeney,7
411,815,Jessica Wilson,8
411,1913,Joanne Wheeler,8
1913,2429,Rory Sawyer,9
1913,4775,Eula Lindsey,9
1913,4811,Ina Savage,9
815,3448,Kevin Green,9
3448,4823,Kurtis Tate,10
291,824,Rocco Brennan,8
291,3272,Lula Charles,8
824,894,Imogene Conley,9
824,1308,Lyman Ware,9
1308,1843,Susan Lopez,10
894,1018,Jaime Booker,10
66,68,Jason Evans,5
66,95,Christian Carpenter,5
66,688,James Smith,5
66,893,Nannie Roth,5
66,2367,Leigh Leach,5
2367,2740,Raul Morse,6
2740,3788,Earnest Barber,7
2740,4690,Marcella English,7
893,1992,Felix Whitehead,6
688,1467,Kenneth Hill,6
688,3372,Clara Maldonado,6
95,109,Sarah Thomas,6
95,114,Claudia Kinney,6
95,250,Lamont Velez,6
95,2874,Martha Dunn,6
95,4427,Felix Whitehead,6
2874,3346,Noel Parrish,7
250,252,Ian Morrison,7
250,388,Joanne Wheeler,7
250,426,Mae Donovan,7
250,1257,Bennie Duffy,7
250,2510,Noel Parrish,7
250,3681,Cameron Montgomery,7
1257,1362,Laurence Pruitt,8
1257,1409,Dorian Serrano,8
1257,2781,Erich Floyd,8
2781,2927,Lorene Vaughan,9
2781,3572,Effie Hale,9
2927,4274,Lana Middleton,10
426,969,Lynette Donaldson,8
969,984,Walter Patterson,9
969,1196,Juanita Krueger,9
969,1731,Shelby Horn,9
969,2704,Jeannie Krause,9
2704,4626,Opal Gould,10
1196,4466,Faye Higgins,10
1196,4666,Madonna Wiggins,10
252,553,Loretta Mora,8
553,1585,Colleen Russell,9
553,3644,Erin Meyer,9
1585,2751,Rodolfo Gallagher,10
1585,2908,Shelia Horn,10
1585,3746,Nicholas Morales,10
109,373,Marci Franco,7
109,768,Luther Heath,7
768,840,Essie Orr,8
840,1509,Ross Stein,9
840,2836,Caleb Riley,9
2836,2840,Connie Gross,10
1509,1630,Cecelia Becker,10
1509,1674,Alberta York,10
1509,2266,Rodolfo Gallagher,10
1509,3197,Chelsea Oliver,10
373,540,Paul Allen,8
373,753,Melinda Bradford,8
373,1483,Sara Griffin,8
1483,1553,Janet Sanders,9
1483,1662,Brandon Kim,9
1483,1860,Dante Wilcox,9
1483,2508,Cyrus Fuentes,9
1483,3580,Betty White,9
3580,4632,Dorothy Flores,10
2508,4894,Fabian Joseph,10
1860,3339,Francis Brennan,10
1553,2048,Mariah Jimenez,10
1553,4782,Stella Delgado,10
753,931,Lorna Downs,9
931,1437,Pamela Bailey,10
931,4232,Ashley Robinson,10
540,659,Bret Hays,9
540,2547,Roosevelt Sawyer,9
540,2590,Edward Campbell,9
540,3534,Shelby Novak,9
2590,2723,Alex Banks,10
2547,3124,Jason Evans,10
2547,4268,Leticia Klein,10
659,713,Roslyn Browning,10
659,2322,Douglas Henderson,10
659,3193,Harold Reynolds,10
68,196,Rocco Brennan,6
68,297,Lawrence Owens,6
68,360,Shelby Horn,6
68,1470,Ruth Myers,6
68,1842,Colleen Richards,6
68,2101,Jackie Higgins,6
1470,2790,Aurora Andersen,7
1470,3022,Lenora Gillespie,7
1470,4499,Kenneth Hill,7
3022,4922,Eric Cook,8
360,443,Rene Booker,7
360,1543,Micheal Mcgee,7
360,2903,Don Morse,7
2903,3390,Ola Baxter,8
1543,4644,Roosevelt Sawyer,8
443,575,Pablo Lynn,8
443,793,Linda Jones,8
443,885,Arlene Moon,8
443,1113,Alonzo Parrish,8
443,1300,Alfonso Friedman,8
443,1402,Joshua Torres,8
443,1570,Susan Lopez,8
1570,2900,Andre Hampton,9
1402,2530,Aurora Andersen,9
1402,3574,Alberta York,9
1402,3623,Solomon Wilkins,9
2530,4696,Ola Baxter,10
1113,2151,Jennie Salinas,9
1113,4868,Glenda Reid,9
885,2248,Jason Evans,9
885,2691,Wallace Roy,9
2248,4925,Miriam Berg,10
793,812,Caleb Riley,9
793,1220,Mona Bender,9
793,3794,Deborah Mitchell,9
1220,1333,Opal Gould,10
1220,2763,Stephen Morgan,10
1220,4278,Tammy Franklin,10
812,1115,Daryl Larsen,10
812,1365,Myron Sexton,10
812,1430,Juan Elliott,10
812,1711,Theresa Austin,10
